Id	Title	Url	Path	IsPaidOnly	Difficulty	Likes	Dislikes	ContentFeatures	SnippetFeatures	acRate	gpt-4-0125-preview Solved At	gpt-4-0125-preview Submitted At	gpt-4-0125-preview Result	gemini-1.0-pro Solved At	gemini-1.0-pro Submitted At	gemini-1.0-pro Result	gemini-1.5-pro-preview-0409 Solved At	gemini-1.5-pro-preview-0409 Submitted At	gemini-1.5-pro-preview-0409 Result	claude-3-opus-20240229 Solved At	claude-3-opus-20240229 Submitted At	claude-3-opus-20240229 Result	
2390	Removing Stars From a String	https://leetcode.com/problems/removing-stars-from-a-string/	problems/removing-stars-from-a-string.json	false	Medium	2768	193			74.6	2024-03-13 09:53:33		Accepted	2024-03-13 11:47:28		Accepted	2024-04-12 22:53:13	2024-05-18 08:44:46	Accepted	2024-03-16 19:02:23		Accepted	
1466	Reorder Routes to Make All Paths Lead to the City Zero	https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/	problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero.json	false	Medium	3978	111	img		64.7	2024-03-13 09:53:53		Accepted	2024-03-13 11:57:34		Wrong Answer	2024-04-12 22:51:35	2024-05-18 08:44:54	Wrong Answer	2024-03-16 19:02:54		Accepted	
190	Reverse Bits	https://leetcode.com/problems/reverse-bits/	problems/reverse-bits.json	false	Easy	4987	1375	a		57.9	2024-03-13 09:54:00		Accepted	2024-03-13 11:50:28		Accepted	2024-04-12 22:45:09	2024-05-18 08:45:01	Wrong Answer	2024-03-16 19:03:38		Accepted	
206	Reverse Linked List	https://leetcode.com/problems/reverse-linked-list/	problems/reverse-linked-list.json	false	Easy	20721	407	img		75.8	2024-03-13 09:54:28		Accepted	2024-03-13 11:48:19		Accepted	2024-04-12 22:34:52	2024-05-18 08:45:08	Accepted	2024-03-16 19:04:09		Accepted	
92	Reverse Linked List II	https://leetcode.com/problems/reverse-linked-list-ii/	problems/reverse-linked-list-ii.json	false	Medium	11314	581	img		47.5	2024-03-13 09:54:40		Accepted	2024-03-13 11:45:43		Accepted	2024-04-12 22:58:33	2024-05-18 08:45:15	Accepted	2024-03-16 19:04:41		Accepted	
25	Reverse Nodes in k-Group	https://leetcode.com/problems/reverse-nodes-in-k-group/	problems/reverse-nodes-in-k-group.json	false	Hard	13272	665	img		58.2	2024-03-13 09:54:58		Accepted	2024-03-13 11:19:37		Wrong Answer	2024-04-12 22:52:33	2024-05-18 08:45:22	Accepted	2024-03-16 19:05:18		Accepted	
345	Reverse Vowels of a String	https://leetcode.com/problems/reverse-vowels-of-a-string/	problems/reverse-vowels-of-a-string.json	false	Easy	4365	2757			52.7	2024-03-13 09:55:11		Accepted	2024-03-13 11:40:52		Accepted	2024-04-12 22:57:58	2024-05-18 08:45:29	Accepted	2024-03-16 19:05:44		Accepted	
151	Reverse Words in a String	https://leetcode.com/problems/reverse-words-in-a-string/	problems/reverse-words-in-a-string.json	false	Medium	8040	5069			41.0	2024-03-13 09:55:17		Accepted	2024-03-13 11:47:23		Accepted	2024-04-12 22:52:58	2024-05-18 08:45:36	Accepted	2024-03-16 19:07:48		Accepted	
13	Roman to Integer	https://leetcode.com/problems/roman-to-integer/	problems/roman-to-integer.json	false	Easy	13567	872			60.8	2024-03-13 09:55:32		Accepted	2024-03-13 11:45:30		Accepted	2024-04-12 22:34:18	2024-05-18 08:45:43	Accepted	2024-03-16 19:08:14		Accepted	
189	Rotate Array	https://leetcode.com/problems/rotate-array/	problems/rotate-array.json	false	Medium	17362	1903			40.4	2024-03-13 09:55:53		Accepted	2024-03-13 11:24:22		Accepted	2024-04-12 23:01:45	2024-05-18 08:45:50	Accepted	2024-03-16 19:08:41		Accepted	
48	Rotate Image	https://leetcode.com/problems/rotate-image/	problems/rotate-image.json	false	Medium	17078	778	a,img		73.9	2024-03-13 09:55:59		Accepted	2024-03-13 11:50:01		Accepted	2024-04-12 22:41:05	2024-05-18 08:45:57	Accepted	2024-03-16 19:09:03		Accepted	
61	Rotate List	https://leetcode.com/problems/rotate-list/	problems/rotate-list.json	false	Medium	9359	1432	img		37.5	2024-03-13 09:56:17		Accepted	2024-03-13 11:53:47		Accepted	2024-04-12 22:50:48	2024-05-18 08:46:05	Accepted	2024-03-16 19:09:38		Accepted	
994	Rotting Oranges	https://leetcode.com/problems/rotting-oranges/	problems/rotting-oranges.json	false	Medium	12359	388	img		53.9	2024-03-13 09:56:46		Accepted	2024-03-13 11:45:16		Accepted	2024-04-12 22:44:44	2024-05-18 08:46:12	Wrong Answer	2024-03-16 19:10:15		Wrong Answer	
100	Same Tree	https://leetcode.com/problems/same-tree/	problems/same-tree.json	false	Easy	11243	232	img		61.7	2024-03-13 09:56:56		Accepted				2024-04-12 22:59:32	2024-05-18 08:46:19	Accepted	2024-03-16 19:10:50		Accepted	
74	Search a 2D Matrix	https://leetcode.com/problems/search-a-2d-matrix/	problems/search-a-2d-matrix.json	false	Medium	15311	405	img		49.8	2024-03-13 09:57:08		Accepted	2024-03-13 11:56:19		Accepted	2024-04-12 22:50:25	2024-05-18 08:46:26	Accepted	2024-03-16 19:11:20		Accepted	
240	Search a 2D Matrix II	https://leetcode.com/problems/search-a-2d-matrix-ii/	problems/search-a-2d-matrix-ii.json	false	Medium	11652	196	img		52.4	2024-03-13 09:57:22		Accepted	2024-03-13 11:50:50		Accepted	2024-04-12 22:47:52	2024-05-18 08:46:34	Accepted	2024-03-16 19:11:50		Wrong Answer	
700	Search in a Binary Search Tree	https://leetcode.com/problems/search-in-a-binary-search-tree/	problems/search-in-a-binary-search-tree.json	false	Easy	5812	188	img		79.4	2024-03-13 09:57:38		Accepted	2024-03-13 11:46:33		Accepted	2024-04-12 22:39:23	2024-05-18 08:46:41	Accepted	2024-03-16 19:12:19		Accepted	
33	Search in Rotated Sorted Array	https://leetcode.com/problems/search-in-rotated-sorted-array/	problems/search-in-rotated-sorted-array.json	false	Medium	25563	1524			40.5	2024-03-13 09:57:46		Accepted				2024-04-12 22:34:45	2024-05-18 08:46:48	Accepted	2024-03-16 19:12:46		Accepted	
35	Search Insert Position	https://leetcode.com/problems/search-insert-position/	problems/search-insert-position.json	false	Easy	15681	700			45.5	2024-03-13 09:57:57		Accepted				2024-04-12 22:53:19	2024-05-18 08:46:55	Accepted	2024-03-16 19:13:09		Accepted	
1268	Search Suggestions System	https://leetcode.com/problems/search-suggestions-system/	problems/search-suggestions-system.json	false	Medium	4593	230			65.3	2024-03-13 09:58:20		Accepted	2024-03-13 11:45:54		Accepted	2024-04-12 22:33:49	2024-05-18 08:47:02	Accepted	2024-03-16 19:13:40		Accepted	
73	Set Matrix Zeroes	https://leetcode.com/problems/set-matrix-zeroes/	problems/set-matrix-zeroes.json	false	Medium	13999	705	a,img		55.1	2024-03-13 09:58:41		Accepted	2024-03-13 11:56:15		Accepted	2024-04-12 23:02:09	2024-05-18 08:47:09	Accepted	2024-03-16 19:14:12		Accepted	
71	Simplify Path	https://leetcode.com/problems/simplify-path/	problems/simplify-path.json	false	Medium	5372	1229			42.0	2024-03-13 09:58:54		Accepted	2024-03-13 11:46:54		Accepted	2024-04-12 23:00:30	2024-05-18 08:47:18	Accepted	2024-03-16 19:14:37		Accepted	
136	Single Number	https://leetcode.com/problems/single-number/	problems/single-number.json	false	Easy	16071	691			72.5	2024-03-13 09:58:57		Accepted	2024-03-13 11:57:16		Accepted	2024-04-12 22:46:45	2024-05-18 08:47:25	Accepted	2024-03-16 19:14:56		Accepted	
137	Single Number II	https://leetcode.com/problems/single-number-ii/	problems/single-number-ii.json	false	Medium	7664	676			62.3	2024-03-13 09:59:09		Accepted	2024-03-13 11:24:08		Accepted	2024-04-12 22:59:54	2024-05-18 08:47:33	Accepted	2024-03-16 19:15:20		Accepted	
239	Sliding Window Maximum	https://leetcode.com/problems/sliding-window-maximum/	problems/sliding-window-maximum.json	false	Hard	17783	643			46.5	2024-03-13 09:59:25		Accepted	2024-03-13 11:56:40		Accepted	2024-04-12 22:58:17	2024-05-18 08:47:40	Accepted	2024-03-16 19:15:49		Accepted	
2336	Smallest Number in Infinite Set	https://leetcode.com/problems/smallest-number-in-infinite-set/	problems/smallest-number-in-infinite-set.json	false	Medium	1586	175		multi	72.2	2024-03-13 09:59:59		Accepted	2024-03-13 11:47:55		Accepted	2024-04-12 22:42:22	2024-05-18 08:47:47	Accepted	2024-03-16 19:16:21		Accepted	
909	Snakes and Ladders	https://leetcode.com/problems/snakes-and-ladders/	problems/snakes-and-ladders.json	false	Medium	2784	940	a,img		43.8	2024-03-13 10:00:26		Accepted	2024-03-13 11:51:12		Wrong Answer	2024-04-12 22:46:10	2024-05-18 08:47:54	Wrong Answer	2024-03-16 19:16:57		Accepted	
75	Sort Colors	https://leetcode.com/problems/sort-colors/	problems/sort-colors.json	false	Medium	17618	618	a		61.8	2024-03-13 10:00:48		Accepted	2024-03-13 11:52:32		Accepted	2024-04-12 22:42:58	2024-05-18 08:48:01	Accepted	2024-03-16 19:17:25		Accepted	
148	Sort List	https://leetcode.com/problems/sort-list/	problems/sort-list.json	false	Medium	11267	336	img		57.5	2024-03-13 10:01:20		Accepted				2024-04-12 22:40:34	2024-05-18 08:48:09	Accepted	2024-03-16 19:19:24		Accepted	
54	Spiral Matrix	https://leetcode.com/problems/spiral-matrix/	problems/spiral-matrix.json	false	Medium	14309	1257	img		49.0	2024-03-13 10:01:43		Accepted	2024-03-13 11:48:04		Accepted	2024-04-12 22:56:25	2024-05-18 08:48:16	Accepted	2024-03-16 19:19:57		Accepted	
69	Sqrt(x)	https://leetcode.com/problems/sqrtx/	problems/sqrtx.json	false	Easy	7901	4457			38.5	2024-03-13 10:01:58		Accepted	2024-03-13 11:49:01		Accepted	2024-04-12 22:41:21	2024-05-18 08:48:23	Accepted	2024-03-16 19:20:24		Accepted	
443	String Compression	https://leetcode.com/problems/string-compression/	problems/string-compression.json	false	Medium	4803	7598			54.1	2024-03-13 10:02:25		Accepted	2024-03-13 11:46:48		Accepted	2024-04-12 22:57:51	2024-05-18 08:48:31	Accepted	2024-03-16 19:20:54		Accepted	
560	Subarray Sum Equals K	https://leetcode.com/problems/subarray-sum-equals-k/	problems/subarray-sum-equals-k.json	false	Medium	20935	635			43.4	2024-03-13 10:02:46		Accepted	2024-03-13 11:54:11		Accepted	2024-04-12 22:55:02	2024-05-18 08:48:38	Accepted	2024-03-16 19:21:22		Accepted	
78	Subsets	https://leetcode.com/problems/subsets/	problems/subsets.json	false	Medium	16553	259			77.2	2024-03-13 10:03:03		Accepted	2024-03-13 11:40:44		Accepted	2024-04-12 23:01:34	2024-05-18 08:48:45	Accepted	2024-03-16 19:21:54		Accepted	
30	Substring with Concatenation of All Words	https://leetcode.com/problems/substring-with-concatenation-of-all-words/	problems/substring-with-concatenation-of-all-words.json	false	Hard	1674	201			32.3	2024-03-13 10:03:35		Accepted	2024-03-13 11:56:36		Accepted	2024-04-12 22:53:07	2024-05-18 08:48:55	Accepted	2024-03-16 19:22:29		Accepted	
2300	Successful Pairs of Spells and Potions	https://leetcode.com/problems/successful-pairs-of-spells-and-potions/	problems/successful-pairs-of-spells-and-potions.json	false	Medium	2476	68			42.4	2024-03-13 10:03:59		Accepted	2024-03-13 11:19:25		Accepted	2024-04-12 22:43:12	2024-05-18 08:49:03	Accepted	2024-03-16 19:23:01		Accepted	
129	Sum Root to Leaf Numbers	https://leetcode.com/problems/sum-root-to-leaf-numbers/	problems/sum-root-to-leaf-numbers.json	false	Medium	7498	122	img		63.4	2024-03-13 10:04:23		Accepted	2024-03-13 11:19:28		Accepted	2024-04-12 22:56:33	2024-05-18 08:49:10	Accepted	2024-03-16 19:23:28		Accepted	
228	Summary Ranges	https://leetcode.com/problems/summary-ranges/	problems/summary-ranges.json	false	Easy	3844	2096			50.4	2024-03-13 10:04:51		Accepted	2024-03-13 11:45:20		Runtime Error	2024-04-12 22:55:19	2024-05-18 08:49:17	Accepted	2024-03-16 19:24:02		Accepted	
130	Surrounded Regions	https://leetcode.com/problems/surrounded-regions/	problems/surrounded-regions.json	false	Medium	8354	1754	img		39.0	2024-03-13 10:05:07		Accepted	2024-03-13 11:56:32		Accepted	2024-04-12 23:00:24	2024-05-18 08:49:24	Accepted	2024-03-16 19:24:36		Accepted	
24	Swap Nodes in Pairs	https://leetcode.com/problems/swap-nodes-in-pairs/	problems/swap-nodes-in-pairs.json	false	Medium	11723	433	img		64.1	2024-03-13 10:05:17		Accepted	2024-03-13 11:53:27		Accepted	2024-04-12 22:56:47	2024-05-18 08:49:31	Accepted	2024-03-16 19:25:02		Accepted	
101	Symmetric Tree	https://leetcode.com/problems/symmetric-tree/	problems/symmetric-tree.json	false	Easy	14980	364	img		56.2	2024-03-13 10:05:43		Accepted	2024-03-13 11:40:48		Accepted	2024-04-12 22:39:47	2024-05-18 08:49:38	Accepted	2024-03-16 19:25:41		Accepted	
68	Text Justification	https://leetcode.com/problems/text-justification/	problems/text-justification.json	false	Hard	3528	4525			42.8	2024-03-13 10:06:14		Accepted	2024-03-13 11:54:32		Wrong Answer	2024-04-12 09:39:17	2024-05-18 08:49:45	Accepted	2024-03-16 19:26:19		Accepted	
347	Top K Frequent Elements	https://leetcode.com/problems/top-k-frequent-elements/	problems/top-k-frequent-elements.json	false	Medium	16860	625			62.7	2024-03-13 10:06:24		Accepted	2024-03-13 11:20:09		Accepted	2024-04-12 22:46:35	2024-05-18 08:49:52	Accepted	2024-03-16 19:26:47		Accepted	
2462	Total Cost to Hire K Workers	https://leetcode.com/problems/total-cost-to-hire-k-workers/	problems/total-cost-to-hire-k-workers.json	false	Medium	1788	522			43.4	2024-03-13 10:06:49		Time Limit Exceeded	2024-03-13 11:56:54		Wrong Answer	2024-04-12 22:42:33	2024-05-18 08:50:00	Wrong Answer	2024-03-16 19:27:20		Wrong Answer	
42	Trapping Rain Water	https://leetcode.com/problems/trapping-rain-water/	problems/trapping-rain-water.json	false	Hard	30719	466	img		60.8	2024-03-13 10:07:13		Accepted	2024-03-13 11:57:28		Accepted	2024-04-12 22:44:07	2024-05-18 08:50:07	Accepted	2024-03-16 19:27:51		Accepted	
120	Triangle	https://leetcode.com/problems/triangle/	problems/triangle.json	false	Medium	9318	538			56.3	2024-03-13 10:07:38		Accepted	2024-03-13 11:35:05		Accepted	2024-04-12 22:39:08	2024-05-18 08:50:14	Accepted	2024-03-16 19:28:15		Accepted	
1	Two Sum	https://leetcode.com/problems/two-sum/	problems/two-sum.json	false	Easy	55294	1890			52.0	2024-03-13 10:07:55		Accepted				2024-04-12 22:40:05	2024-05-18 08:50:21	Accepted	2024-03-16 19:28:41		Accepted	
167	Two Sum II - Input Array Is Sorted	https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/	problems/two-sum-ii-input-array-is-sorted.json	false	Medium	11417	1382			61.0	2024-03-13 10:08:06		Accepted	2024-03-13 11:53:11		Accepted	2024-04-12 22:34:59	2024-05-18 08:50:28	Accepted	2024-03-16 19:29:06		Accepted	
1207	Unique Number of Occurrences	https://leetcode.com/problems/unique-number-of-occurrences/	problems/unique-number-of-occurrences.json	false	Easy	4926	128			77.0	2024-03-13 10:08:21		Accepted	2024-03-13 11:50:58		Accepted	2024-04-12 22:52:47	2024-05-18 08:50:35	Accepted	2024-03-16 19:29:31		Accepted	
62	Unique Paths	https://leetcode.com/problems/unique-paths/	problems/unique-paths.json	false	Medium	16279	431	img		64.1	2024-03-13 10:08:33		Accepted				2024-04-12 22:50:59	2024-05-18 08:50:42	Accepted	2024-03-16 19:29:57		Accepted	
63	Unique Paths II	https://leetcode.com/problems/unique-paths-ii/	problems/unique-paths-ii.json	false	Medium	8562	500	img		41.4	2024-03-13 10:09:00		Accepted	2024-03-13 11:57:00		Accepted	2024-04-12 23:00:38	2024-05-18 08:50:50	Accepted	2024-03-16 19:30:36		Accepted	
242	Valid Anagram	https://leetcode.com/problems/valid-anagram/	problems/valid-anagram.json	false	Easy	11768	380			64.3	2024-03-13 10:09:19		Accepted	2024-03-13 11:24:17		Accepted	2024-04-12 22:55:58	2024-05-18 08:50:57	Accepted	2024-03-16 19:31:15		Accepted	
125	Valid Palindrome	https://leetcode.com/problems/valid-palindrome/	problems/valid-palindrome.json	false	Easy	8949	8259			47.0	2024-03-13 10:09:27		Accepted	2024-03-13 11:51:15		Accepted	2024-04-12 22:39:15	2024-05-18 08:51:04	Accepted	2024-03-16 19:31:59		Accepted	
20	Valid Parentheses	https://leetcode.com/problems/valid-parentheses/	problems/valid-parentheses.json	false	Easy	23415	1656			40.5	2024-03-13 10:09:45		Accepted				2024-04-12 22:52:54	2024-05-18 08:51:11	Accepted	2024-03-16 19:32:27		Accepted	
36	Valid Sudoku	https://leetcode.com/problems/valid-sudoku/	problems/valid-sudoku.json	false	Medium	10362	1087	img		59.4	2024-03-13 10:10:04		Accepted	2024-03-13 11:55:24		Accepted	2024-04-12 22:35:08	2024-05-18 08:51:18	Accepted	2024-03-16 19:33:04		Accepted	
98	Validate Binary Search Tree	https://leetcode.com/problems/validate-binary-search-tree/	problems/validate-binary-search-tree.json	false	Medium	16447	1344	img		32.8	2024-03-13 10:10:18		Accepted	2024-03-13 11:19:15		Accepted	2024-04-12 22:43:05	2024-05-18 08:51:25	Accepted	2024-03-16 19:33:34		Accepted	
139	Word Break	https://leetcode.com/problems/word-break/	problems/word-break.json	false	Medium	16840	752			46.6	2024-03-13 10:10:49		Runtime Error	2024-03-13 11:45:58		Accepted	2024-04-12 22:43:19	2024-05-18 08:51:32	Accepted	2024-03-16 19:34:04		Accepted	
127	Word Ladder	https://leetcode.com/problems/word-ladder/	problems/word-ladder.json	false	Hard	11745	1863			38.8	2024-03-13 10:11:26		Accepted	2024-03-13 11:51:47		Accepted	2024-04-12 23:01:00	2024-05-18 08:51:39	Accepted	2024-03-16 19:34:40		Accepted	
290	Word Pattern	https://leetcode.com/problems/word-pattern/	problems/word-pattern.json	false	Easy	7087	965			41.9	2024-03-13 10:11:37		Accepted	2024-03-13 11:55:54		Accepted	2024-04-12 22:47:17	2024-05-18 08:51:47	Accepted	2024-03-16 19:35:12		Accepted	
79	Word Search	https://leetcode.com/problems/word-search/	problems/word-search.json	false	Medium	15006	617	img		41.4	2024-03-13 10:12:00		Accepted	2024-03-13 11:56:03		Accepted	2024-04-12 22:42:43	2024-05-18 08:52:01	Accepted	2024-03-16 19:35:50		Accepted	
212	Word Search II	https://leetcode.com/problems/word-search-ii/	problems/word-search-ii.json	false	Hard	9206	443	img		36.2	2024-03-13 10:12:54		Accepted	2024-03-13 11:48:08		Wrong Answer	2024-04-12 22:45:21	2024-05-18 08:52:11	Accepted	2024-03-16 19:36:41		Accepted	
6	Zigzag Conversion	https://leetcode.com/problems/zigzag-conversion/	problems/zigzag-conversion.json	false	Medium	7330	14235			47.5	2024-03-13 10:13:04		Accepted	2024-03-13 11:54:22		Accepted	2024-04-12 22:47:31	2024-05-18 08:52:18	Accepted	2024-03-16 19:37:14		Accepted	
